,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
928,People like forests act together,2,"[0.41410148, 0.4134311, 0.26821873, 0.14857523]",0.4141014814376831,No natural connection Western Indian Ocean,Field1_en,"[0.40506467, 0.4134311, 0.26821873, 0.14857523]",0.4134311079978943,Ships make long trip around African continent,Field2_en,"[0.3905744339258932, 0.3281727832373876, 0.2763514480319, 0.17103643649337055]",0.3905744339258932,No natural connection Western Indian Ocean,Field1_en,"[0.38843162213217364, 0.3281727832373876, 0.2763514480319, 0.17103643649337055]",0.38843162213217364,No natural connection Western Indian Ocean,Field1_en,"[-3.3549415956603417, -3.341917455653582, -3.4781920087564715, -3.8463532013886925]",-3.341917455653582,Ships make long trip around African continent,Field2_en,"[-0.3086363440015951, -0.22954406249651477, -0.5930500127140524, -0.792511806807953]",-0.22954406249651477,Ships make long trip around African continent,Field2_en,5I6OH3E,H3E,Suez,0,c,2
929,Austrian engineer devised a plan,2,"[0.11413623, 0.061508976, 0.18736686, 0.21244274]",0.21244274079799652,Suez canal dug,Field4_en,"[0.09552996, 0.061508976, 0.18736686, 0.21244274]",0.21244274079799652,Suez canal dug,Field4_en,"[0.09455470560389541, 0.03816075727543206, 0.16487192244053683, 0.2038168503994319]",0.2038168503994319,Suez canal dug,Field4_en,"[0.08585542761432491, 0.03816075727543206, 0.16487192244053683, 0.2038168503994319]",0.2038168503994319,Suez canal dug,Field4_en,"[-3.801696115949631, -3.816923559323528, -3.723413221883157, -3.935070055938077]",-3.723413221883157,Shorter waterway needed,Field3_en,"[-0.4447546811044154, -0.35070059349782984, -0.665396384158525, -0.9052564365374373]",-0.35070059349782984,Ships make long trip around African continent,Field2_en,7I5F3VA,3VA,Suez,0,c,2
930,dug Suez canal,2,"[0.28646868, 0.1616168, 0.4121194, 1.0000001]",1.0000001192092896,Suez canal dug,Field4_en,"[0.2932113, 0.1616168, 0.4121194, 1.0000001]",1.0000001192092896,Suez canal dug,Field4_en,"[0.27828392227887194, 0.1474796360570054, 0.43510602461582376, 0.9999999999999997]",0.9999999999999997,Suez canal dug,Field4_en,"[0.2770649992130563, 0.1474796360570054, 0.43510602461582376, 0.9999999999999997]",0.9999999999999997,Suez canal dug,Field4_en,"[-3.830880957851911, -3.9805465462185756, -3.4044561119880368, -0.0]",-0.0,Suez canal dug,Field4_en,"[-0.5740352441377874, -0.5767036310793127, -0.8906785902822039, 0.9999999999999999]",0.9999999999999999,Suez canal dug,Field4_en,8I1FA3,A3,Suez,4,g,2
931,no faster connection,2,"[0.5085973, 0.21221423, 0.3342063, 0.1008337]",0.5085973143577576,No natural connection Western Indian Ocean,Field1_en,"[0.35969368, 0.16585512, 0.302768, 0.08975839]",0.3596936762332916,No natural connection Western Indian Ocean,Field1_en,"[0.3932713344959986, 0.15196197161985722, 0.2848424494191987, 0.08900590670078448]",0.3932713344959986,No natural connection Western Indian Ocean,Field1_en,"[0.3488592920083189, 0.1365680777653744, 0.2724483933462793, 0.0814623851749855]",0.3488592920083189,No natural connection Western Indian Ocean,Field1_en,"[-2.483613897537154, -3.542253579104884, -3.329376677684335, -3.948386863237658]",-2.483613897537154,No natural connection Western Indian Ocean,Field1_en,"[-0.5119013700739945, -0.4670003474604537, -0.7300413240066307, -0.7611561789563885]",-0.4670003474604537,Ships make long trip around African continent,Field2_en,8I1FH3B,H3B,Suez,0,c,2
932,awkward austrian came up with idea,2,"[0.21506256, 0.32410923, 0.26528764, 0.21459557]",0.3241092264652252,Ships make long trip around African continent,Field2_en,"[0.17089912, 0.25118637, 0.21806721, 0.22783695]",0.2511863708496094,Ships make long trip around African continent,Field2_en,"[0.1679719199635305, 0.2225099781763097, 0.17623045882815006, 0.18794544566433766]",0.2225099781763097,Ships make long trip around African continent,Field2_en,"[0.15097152646574746, 0.19995932041120493, 0.15819451754793, 0.18427672143899315]",0.19995932041120493,Ships make long trip around African continent,Field2_en,"[-3.3385279120671476, -3.1890822711099918, -3.3443948484796637, -3.6123436577176093]",-3.1890822711099918,Ships make long trip around African continent,Field2_en,"[-0.34162204416462694, -0.1967152762162766, -0.5416433542903712, -0.8084905204263855]",-0.1967152762162766,Ships make long trip around African continent,Field2_en,8I3F2VB,2VB,Suez,0,c,2
933,made Suez Canal,2,"[0.3641407, 0.29816, 0.49820003, 0.7146455]",0.714645504951477,Suez canal dug,Field4_en,"[0.3401764, 0.29816, 0.49820003, 0.7146455]",0.714645504951477,Suez canal dug,Field4_en,"[0.36902056516552356, 0.2184818111790271, 0.6170507557968188, 0.7417313413481359]",0.7417313413481359,Suez canal dug,Field4_en,"[0.36944675628127466, 0.2184818111790271, 0.6170507557968188, 0.7417313413481359]",0.7417313413481359,Suez canal dug,Field4_en,"[-3.422604812834707, -3.45368920940881, -3.0651153328847616, -1.7153868597991466]",-1.7153868597991466,Suez canal dug,Field4_en,"[-0.2662062584303389, -0.2421642541595417, -0.424700064562233, -0.7387492759999544]",-0.2421642541595417,Ships make long trip around African continent,Field2_en,8I5F3TT1,3TT1,Suez,4,g,2
934,was designed by an austrian Suez canal,2,"[0.33786908, 0.2517121, 0.41370803, 0.49114248]",0.49114248156547546,Suez canal dug,Field4_en,"[0.34012982, 0.19862376, 0.518537, 0.6377632]",0.6377632021903992,Suez canal dug,Field4_en,"[0.37427853608344164, 0.21806571712127493, 0.6011251056824981, 0.6618166080251967]",0.6618166080251967,Suez canal dug,Field4_en,"[0.3644102069849054, 0.1990224180678945, 0.6040811510467934, 0.6629440180534857]",0.6629440180534857,Suez canal dug,Field4_en,"[-3.2878881828914306, -3.342090180839832, -3.1200538264765743, -2.9362221641414163]",-2.9362221641414163,Suez canal dug,Field4_en,"[-0.24797017303379545, -0.25897489378082517, -0.3950789138241079, -0.7583776286285696]",-0.24797017303379545,No natural connection Western Indian Ocean,Field1_en,9I3F3A3,3A3,Suez,0,c,2
935,smaller elevators and the elevator tunnel narrower,3,"[0.23503415, 0.28243992, 0.5101658, 0.61133695]",0.6113369464874268,Elevators Bliven hang,Field4_en,"[0.21417525, 0.23087879, 0.54566973, 0.6196028]",0.6196027994155884,Elevators Bliven hang,Field4_en,"[0.20601397022266402, 0.180514302661576, 0.49373604329448906, 0.70439180254806]",0.70439180254806,Elevators Bliven hang,Field4_en,"[0.2047942073759385, 0.16927248302979275, 0.4968937258821615, 0.7047781988898543]",0.7047781988898543,Elevators Bliven hang,Field4_en,"[-3.654122787139378, -3.7114089092479134, -2.699152856557866, -2.8171600651857527]",-2.699152856557866,Buildings are smaller,Field3_en,"[-0.4382625437716514, -0.4203678957563081, -0.38037173002834324, -0.6180251097955753]",-0.38037173002834324,Buildings are smaller,Field3_en,8I1FH3B,H3B,Beton,0,c,3
936,Get stuck elevators,3,"[0.23129374, 0.29224274, 0.34695882, 0.79110837]",0.7911083698272705,Elevators Bliven hang,Field4_en,"[0.23129374, 0.23140132, 0.29834038, 0.79110837]",0.7911083698272705,Elevators Bliven hang,Field4_en,"[0.22807667765996809, 0.17632235370198643, 0.35601868542022036, 0.8723265873858609]",0.8723265873858609,Elevators Bliven hang,Field4_en,"[0.22807667765996809, 0.16498224664052843, 0.34150451495717116, 0.8723265873858609]",0.8723265873858609,Elevators Bliven hang,Field4_en,"[-3.5347514412919887, -3.4759544512344434, -3.062318978716154, -2.0286393307488475]",-2.0286393307488475,Elevators Bliven hang,Field4_en,"[-0.4287698915051152, -0.41713199814820817, -0.5134098993001953, -0.5113336613538559]",-0.41713199814820817,Concrete dries out,Field2_en,11I6FH3E,H3E,Beton,4,g,3
937,"Otherwise, the elevator tunnel narrows",3,"[0.21699165, 0.40550676, 0.32964137, 0.41143852]",0.411438524723053,Elevators Bliven hang,Field4_en,"[0.19164526, 0.3478338, 0.29281828, 0.4203065]",0.4203065037727356,Elevators Bliven hang,Field4_en,"[0.1806500793887437, 0.3491837829805877, 0.29790613747531725, 0.436729048376245]",0.436729048376245,Elevators Bliven hang,Field4_en,"[0.17916424217573523, 0.33512331717761823, 0.2876971746487, 0.437132705267388]",0.437132705267388,Elevators Bliven hang,Field4_en,"[-3.6912673803760527, -3.4730156827717518, -3.3741981710615545, -3.487077651768685]",-3.3741981710615545,Buildings are smaller,Field3_en,"[-0.4562435662469178, -0.43551668331370963, -0.5091872072401794, -0.6592932290753226]",-0.43551668331370963,Concrete dries out,Field2_en,20I2F3VA,3VA,Beton,0,c,3
938,shrink elevator shafts,3,"[0.21648335, 0.30642515, 0.33013827, 0.52429605]",0.5242960453033447,Elevators Bliven hang,Field4_en,"[0.21648335, 0.29804292, 0.34534225, 0.52429605]",0.5242960453033447,Elevators Bliven hang,Field4_en,"[0.2226861281133688, 0.28332899705607323, 0.3514940541027167, 0.5423654793636794]",0.5423654793636794,Elevators Bliven hang,Field4_en,"[0.2226861281133688, 0.277472341289708, 0.3483496852237702, 0.5423654793636794]",0.5423654793636794,Elevators Bliven hang,Field4_en,"[-4.001656870050521, -3.8705099428735803, -3.649422654647983, -3.4230779757054988]",-3.4230779757054988,Elevators Bliven hang,Field4_en,"[-0.44329297110162946, -0.42924832214707487, -0.5062322236434764, -0.6900085204632959]",-0.42924832214707487,Concrete dries out,Field2_en,20I2FV3D,V3D,Beton,3,g,3
939,the building is smaller,3,"[0.320057, 0.3348007, 0.74942577, 0.23101006]",0.7494257688522339,Buildings are smaller,Field3_en,"[0.27375978, 0.28377816, 0.8548358, 0.2829197]",0.8548358082771301,Buildings are smaller,Field3_en,"[0.254094657882551, 0.25491397979305086, 0.8429923679520909, 0.2785465229859424]",0.8429923679520909,Buildings are smaller,Field3_en,"[0.24171100164817272, 0.23544593167603217, 0.8529827191867213, 0.28319980829988434]",0.8529827191867213,Buildings are smaller,Field3_en,"[-3.0472184834461213, -3.0373041604380786, -1.672728996167675, -3.3567758550974727]",-1.672728996167675,Buildings are smaller,Field3_en,"[-0.4762069364000325, -0.43884440889071347, -0.023900482419200095, -0.6733769418446424]",-0.023900482419200095,Buildings are smaller,Field3_en,20I6FH3D,H3D,Beton,,g,3
940,the concrete shrinks so that the shafts are too small,3,"[0.30107754, 0.5729979, 0.6143252, 0.32720533]",0.614325225353241,Buildings are smaller,Field3_en,"[0.2572603, 0.59945536, 0.4508797, 0.26757023]",0.5994553565979004,Concrete dries out,Field2_en,"[0.24875169743939757, 0.5492601770239874, 0.43353429468599125, 0.28782168493867427]",0.5492601770239874,Concrete dries out,Field2_en,"[0.22660282526778283, 0.5360301941122138, 0.3763074339841389, 0.2574874298295446]",0.5360301941122138,Concrete dries out,Field2_en,"[-3.2328241989707953, -2.7610932002538537, -2.6025405872280847, -3.498118121849299]",-2.6025405872280847,Buildings are smaller,Field3_en,"[-0.42005940162499944, -0.1402018106529464, -0.28576707936213697, -0.570701676773243]",-0.1402018106529464,Concrete dries out,Field2_en,27I6F3G2,3G2,Beton,3,g,3
941,Elevators not fit,3,"[0.23811336, 0.19796602, 0.4392312, 0.6846778]",0.68467777967453,Elevators Bliven hang,Field4_en,"[0.22786339, 0.09440176, 0.39327767, 0.71577793]",0.7157779335975647,Elevators Bliven hang,Field4_en,"[0.23948189444755713, 0.08774116115539533, 0.42981085265541086, 0.8427109562193706]",0.8427109562193706,Elevators Bliven hang,Field4_en,"[0.23463241269770677, 0.06843369552402785, 0.41290189065376426, 0.8426479569409383]",0.8426479569409383,Elevators Bliven hang,Field4_en,"[-3.5302244417671464, -3.5910702511458283, -3.002071131511876, -2.22773374215713]",-2.22773374215713,Elevators Bliven hang,Field4_en,"[-0.4143594844309018, -0.46570302567340416, -0.4511528586820477, -0.647403199454818]",-0.4143594844309018,Central heating,Field1_en,5I1OH3C,H3C,Beton,4,g,3
942,can lift stuck,3,"[0.15646844, 0.31318468, 0.19058786, 0.42397112]",0.42397111654281616,Elevators Bliven hang,Field4_en,"[0.13049439, 0.21139444, 0.06796603, 0.42264915]",0.4226491451263428,Elevators Bliven hang,Field4_en,"[0.12567737794909728, 0.23709802630503313, 0.09564537094600044, 0.4005524987679449]",0.4005524987679449,Elevators Bliven hang,Field4_en,"[0.11292627372143275, 0.2035985103961803, 0.06649255021355877, 0.3923995182282459]",0.3923995182282459,Elevators Bliven hang,Field4_en,"[-3.45497551376692, -3.3848355443849263, -3.1877173012695796, -3.3860612784508315]",-3.1877173012695796,Buildings are smaller,Field3_en,"[-0.4521510513880153, -0.4643617513071594, -0.5478435023564975, -0.757535290471361]",-0.4521510513880153,Central heating,Field1_en,8I5F3A1,3A1,Beton,4,g,3
943,be abolished lift smaller and thinner,3,"[0.194056, 0.2558063, 0.4723026, 0.29057762]",0.4723025858402252,Buildings are smaller,Field3_en,"[0.17719585, 0.22286311, 0.4518588, 0.27599347]",0.451858788728714,Buildings are smaller,Field3_en,"[0.16335902429804708, 0.24578708875729116, 0.3949928662528144, 0.25909801449233494]",0.3949928662528144,Buildings are smaller,Field3_en,"[0.1594507817796536, 0.23790814457573217, 0.3879560273245062, 0.25541462951726635]",0.3879560273245062,Buildings are smaller,Field3_en,"[-3.629328676188469, -3.6137746960590937, -2.6255002186370175, -3.792910587572479]",-2.6255002186370175,Buildings are smaller,Field3_en,"[-0.47676463137483244, -0.46518183409454106, -0.5167491746430183, -0.6621280150044024]",-0.46518183409454106,Concrete dries out,Field2_en,8I6FH3E,H3E,Beton,0,c,3
944,If the building shrinks the lift terminals,3,"[0.32884994, 0.44281054, 0.47218862, 0.3952688]",0.4721886217594147,Buildings are smaller,Field3_en,"[0.30379257, 0.38328946, 0.45687747, 0.39930284]",0.4568774700164795,Buildings are smaller,Field3_en,"[0.259050488792631, 0.42647665966812975, 0.39647565549741337, 0.3402740227403775]",0.42647665966812975,Concrete dries out,Field2_en,"[0.2521032765560988, 0.409651928014233, 0.37673313134197123, 0.3364448522451115]",0.409651928014233,Concrete dries out,Field2_en,"[-3.231266935360135, -3.061670810804136, -2.8695947947822504, -3.409189317024211]",-2.8695947947822504,Buildings are smaller,Field3_en,"[-0.3942670932317681, -0.317783190119448, -0.3505701543465663, -0.5496248477108677]",-0.317783190119448,Concrete dries out,Field2_en,11I4FA3,A3,Beton,4,g,3
945,If the elevator shaft narrows,3,"[0.21309637, 0.40079498, 0.28942177, 0.42708203]",0.42708203196525574,Elevators Bliven hang,Field4_en,"[0.16944234, 0.32348046, 0.25751013, 0.42269093]",0.4226909279823303,Elevators Bliven hang,Field4_en,"[0.17429049793488455, 0.3384771241857269, 0.267886141475472, 0.4356058656453282]",0.4356058656453282,Elevators Bliven hang,Field4_en,"[0.16773798905603587, 0.3191109070804081, 0.25974992528190255, 0.43204319753219667]",0.43204319753219667,Elevators Bliven hang,Field4_en,"[-3.6813483469150543, -3.4349911035822527, -3.419180998747009, -3.4529449791550637]",-3.419180998747009,Buildings are smaller,Field3_en,"[-0.4640576286894258, -0.4824719461318388, -0.541388402614755, -0.7134800589397098]",-0.4640576286894258,Central heating,Field1_en,14I4FG3,G3,Beton,3,g,3
946,elevator shaft with shrink,3,"[0.20974648, 0.3261504, 0.27962473, 0.48426175]",0.48426175117492676,Elevators Bliven hang,Field4_en,"[0.20094305, 0.30545542, 0.28918725, 0.48992085]",0.48992085456848145,Elevators Bliven hang,Field4_en,"[0.21922275190362187, 0.2953460156166322, 0.2930055731601801, 0.5135307171106461]",0.5135307171106461,Elevators Bliven hang,Field4_en,"[0.2180468123126547, 0.2885202429759055, 0.29603260608882775, 0.5130901521166191]",0.5130901521166191,Elevators Bliven hang,Field4_en,"[-3.7082234950785637, -3.5429597731185845, -3.3772315046722996, -3.3028541675587895]",-3.3028541675587895,Elevators Bliven hang,Field4_en,"[-0.44927804513910097, -0.4401599533220843, -0.522600433422639, -0.700169064183132]",-0.4401599533220843,Concrete dries out,Field2_en,20I5FH3B,H3B,Beton,0,c,3
947,remain stuck elevators,3,"[0.2438324, 0.22034606, 0.40349403, 0.73629224]",0.7362922430038452,Elevators Bliven hang,Field4_en,"[0.2438324, 0.19493176, 0.30978566, 0.73629224]",0.7362922430038452,Elevators Bliven hang,Field4_en,"[0.23073639426457543, 0.16258977782445758, 0.37599529513088975, 0.8443483266507996]",0.8443483266507996,Elevators Bliven hang,Field4_en,"[0.23073639426457543, 0.154677384108369, 0.3489829376002464, 0.8443483266507996]",0.8443483266507996,Elevators Bliven hang,Field4_en,"[-3.6302760332117696, -3.747400493305382, -3.0421686366521894, -2.1927691528244244]",-2.1927691528244244,Elevators Bliven hang,Field4_en,"[-0.41296025011809173, -0.4306401314205079, -0.48341930799069033, -0.5889287298281731]",-0.41296025011809173,Central heating,Field1_en,26I6FA3A,A3A,Beton,4,g,3
948,Shrink building,3,"[0.2876546, 0.3609418, 0.48027438, 0.2636804]",0.48027437925338745,Buildings are smaller,Field3_en,"[0.2876546, 0.352008, 0.5291082, 0.2636804]",0.5291082262992859,Buildings are smaller,Field3_en,"[0.22703272506166006, 0.3312375582138435, 0.4047249244343193, 0.1901299567372734]",0.4047249244343193,Buildings are smaller,Field3_en,"[0.22703272506166006, 0.3252749522263969, 0.40545058763038433, 0.1901299567372734]",0.40545058763038433,Buildings are smaller,Field3_en,"[-3.4224303847403523, -3.2580175284385566, -2.802375189574595, -3.465789286183357]",-2.802375189574595,Buildings are smaller,Field3_en,"[-0.4915848331182754, -0.4705536302815622, -0.49359109511308547, -0.6256137455785592]",-0.4705536302815622,Concrete dries out,Field2_en,4I3O3VA,3VA,Beton,3,g,3
949,Shrink concrete,3,"[0.2236396, 0.6183512, 0.35541573, 0.20726171]",0.6183512210845947,Concrete dries out,Field2_en,"[0.2236396, 0.63735586, 0.36290738, 0.20726171]",0.6373558640480042,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5096995581368657, 0.3578899015088063, 0.18416138178317637]",0.5096995581368657,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5046431605657961, 0.3522859348206998, 0.18416138178317637]",0.5046431605657961,Concrete dries out,Field2_en,"[-3.6900972312204834, -2.3895264526074516, -3.3133863489451203, -3.828512623342037]",-2.3895264526074516,Concrete dries out,Field2_en,"[-0.5038657190817508, -0.5127171688256016, -0.49326475276693504, -0.6003002780200473]",-0.49326475276693504,Buildings are smaller,Field3_en,10I4F3G2,3G2,Beton,3,g,3
950,elevator shafts closer,3,"[0.19854827, 0.25776047, 0.32359645, 0.47530547]",0.4753054678440094,Elevators Bliven hang,Field4_en,"[0.19854827, 0.20829883, 0.33869934, 0.47530547]",0.4753054678440094,Elevators Bliven hang,Field4_en,"[0.19012347169167013, 0.1734722095349255, 0.3223323649998075, 0.5331744486905728]",0.5331744486905728,Elevators Bliven hang,Field4_en,"[0.19012347169167013, 0.16223118680679088, 0.3195878617253746, 0.5331744486905728]",0.5331744486905728,Elevators Bliven hang,Field4_en,"[-3.937455428331586, -3.892044853794347, -3.600157902648339, -3.47822290036122]",-3.47822290036122,Elevators Bliven hang,Field4_en,"[-0.4514872552154521, -0.4486339007327251, -0.5279740358490147, -0.7284475872136971]",-0.4486339007327251,Concrete dries out,Field2_en,11I1F3G2,3G2,Beton,0,c,3
951,elevator shafts are too small for lifts,3,"[0.25894332, 0.36468536, 0.5258075, 0.5751182]",0.5751181840896606,Elevators Bliven hang,Field4_en,"[0.20891888, 0.2921474, 0.35640043, 0.571975]",0.5719749927520752,Elevators Bliven hang,Field4_en,"[0.20357160052277568, 0.26928242527339225, 0.32642832622184614, 0.6140746824475015]",0.6140746824475015,Elevators Bliven hang,Field4_en,"[0.18541356314364554, 0.24613010088025752, 0.2869714756222576, 0.6001760108795905]",0.6001760108795905,Elevators Bliven hang,Field4_en,"[-3.5483819652716884, -3.475628422133104, -2.7238974374287683, -3.345757623954131]",-2.7238974374287683,Buildings are smaller,Field3_en,"[-0.41645914582549587, -0.3595975740757454, -0.4225044219124407, -0.5486848497632787]",-0.3595975740757454,Concrete dries out,Field2_en,11I2F3TT1,3TT1,Beton,0,c,3
952,shrinks the concrete (among others in the elevator shaft),3,"[0.28908706, 0.532021, 0.42995837, 0.43999434]",0.5320209860801697,Concrete dries out,Field2_en,"[0.24170996, 0.5047186, 0.37773505, 0.46041727]",0.5047186017036438,Concrete dries out,Field2_en,"[0.25762882035247775, 0.49050291557103076, 0.36014227292736994, 0.4687272570616264]",0.49050291557103076,Concrete dries out,Field2_en,"[0.2531310964929322, 0.4819665013864761, 0.34657073348327017, 0.46962447455907586]",0.4819665013864761,Concrete dries out,Field2_en,"[-3.3025312632157977, -2.8294676607452884, -3.0396990614712998, -3.3995267523853383]",-2.8294676607452884,Concrete dries out,Field2_en,"[-0.4190192667873151, -0.22057171487312685, -0.3938309200849574, -0.5188165647008256]",-0.22057171487312685,Concrete dries out,Field2_en,11I2FH3B,H3B,Beton,3,g,3
953,Because the concrete is hotter shrink the concrete slabs,3,"[0.36645395, 0.62657475, 0.4926285, 0.2574516]",0.6265747547149658,Concrete dries out,Field2_en,"[0.32101417, 0.6203388, 0.40162104, 0.24723957]",0.6203387975692749,Concrete dries out,Field2_en,"[0.3311211058883943, 0.5817924194345282, 0.4239078734231059, 0.25288551823549826]",0.5817924194345282,Concrete dries out,Field2_en,"[0.3234580946834836, 0.5682961422188351, 0.40051583044478933, 0.24579065791491497]",0.5682961422188351,Concrete dries out,Field2_en,"[-3.2810367129236138, -2.366989355925357, -2.929146825084136, -3.6397358893903737]",-2.366989355925357,Concrete dries out,Field2_en,"[-0.44090576315576147, -0.16288158223137014, -0.3850955048383196, -0.6013007765327297]",-0.16288158223137014,Concrete dries out,Field2_en,11I3F3GA1,3GA1,Beton,3,g,3
954,Shrink concrete,3,"[0.2236396, 0.6183512, 0.35541573, 0.20726171]",0.6183512210845947,Concrete dries out,Field2_en,"[0.2236396, 0.63735586, 0.36290738, 0.20726171]",0.6373558640480042,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5096995581368657, 0.3578899015088063, 0.18416138178317637]",0.5096995581368657,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5046431605657961, 0.3522859348206998, 0.18416138178317637]",0.5046431605657961,Concrete dries out,Field2_en,"[-3.6900972312204834, -2.3895264526074516, -3.3133863489451203, -3.828512623342037]",-2.3895264526074516,Concrete dries out,Field2_en,"[-0.5038657190817508, -0.5127171688256016, -0.49326475276693504, -0.6003002780200473]",-0.49326475276693504,Buildings are smaller,Field3_en,11I5FG3,G3,Beton,3,g,3
955,but if it is not all wimpt,3,"[0.18224476, 0.3459722, 0.37024984, 0.2006625]",0.37024983763694763,Buildings are smaller,Field3_en,"[0, 0, 0, 0]",0.0,Central heating,Field1_en,"[0.1595596025157476, 0.2619473486891835, 0.2753116317711463, 0.19631560253541383]",0.2753116317711463,Buildings are smaller,Field3_en,"[0, 0, 0, 0]",0.0,Central heating,Field1_en,"[-3.013824305261522, -2.9466244312583076, -2.622038144537392, -3.2913054507839195]",-2.622038144537392,Buildings are smaller,Field3_en,"[-0.3235107130886671, -0.19918584970464023, -0.28101738175773183, -0.46542037405060804]",-0.19918584970464023,Concrete dries out,Field2_en,11I6FV3D,V3D,Beton,0,c,3
956,it certainly shrinks a few cm,3,"[0.21262087, 0.44770214, 0.3582204, 0.17547259]",0.4477021396160126,Concrete dries out,Field2_en,"[0.21125698, 0.37084973, 0.25591743, 0.11518227]",0.37084972858428955,Concrete dries out,Field2_en,"[0.2019161011536349, 0.4617635766469886, 0.2846542873382282, 0.11409747759225573]",0.4617635766469886,Concrete dries out,Field2_en,"[0.19766097008975078, 0.4391865668066718, 0.2450100453236672, 0.09364349028819766]",0.4391865668066718,Concrete dries out,Field2_en,"[-3.5034429998188497, -3.1907633177388344, -3.2206530129840645, -3.7766436646790504]",-3.1907633177388344,Concrete dries out,Field2_en,"[-0.47941217076719744, -0.44288845529977594, -0.4733496889176866, -0.6017069376517061]",-0.44288845529977594,Concrete dries out,Field2_en,12I4FHC3,HC3,Beton,3,g,3
957,buildings shrink and are therefore narrower,3,"[0.24931173, 0.3139845, 0.75697976, 0.29240495]",0.756979763507843,Buildings are smaller,Field3_en,"[0.23803414, 0.27921736, 0.68597233, 0.26054227]",0.6859723329544067,Buildings are smaller,Field3_en,"[0.1784904414172925, 0.26847062573143565, 0.5825235441625033, 0.21732069127082315]",0.5825235441625033,Buildings are smaller,Field3_en,"[0.17221009993829775, 0.25732307448792924, 0.571018517636356, 0.20826925965313609]",0.571018517636356,Buildings are smaller,Field3_en,"[-3.570434206892586, -3.4979038743193085, -1.8284974067867663, -3.6986678210483546]",-1.8284974067867663,Buildings are smaller,Field3_en,"[-0.462549297473218, -0.42069701401837134, -0.28935677781245667, -0.6345946054834488]",-0.28935677781245667,Buildings are smaller,Field3_en,14I3F3A1,3A1,Beton,3,g,3
958,Shrink concrete,3,"[0.2236396, 0.6183512, 0.35541573, 0.20726171]",0.6183512210845947,Concrete dries out,Field2_en,"[0.2236396, 0.63735586, 0.36290738, 0.20726171]",0.6373558640480042,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5096995581368657, 0.3578899015088063, 0.18416138178317637]",0.5096995581368657,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5046431605657961, 0.3522859348206998, 0.18416138178317637]",0.5046431605657961,Concrete dries out,Field2_en,"[-3.6900972312204834, -2.3895264526074516, -3.3133863489451203, -3.828512623342037]",-2.3895264526074516,Concrete dries out,Field2_en,"[-0.5038657190817508, -0.5127171688256016, -0.49326475276693504, -0.6003002780200473]",-0.49326475276693504,Buildings are smaller,Field3_en,14I5F3TT1,3TT1,Beton,3,g,3
959,concrete building shrinks so too,3,"[0.31938463, 0.6647419, 0.5312188, 0.32302997]",0.6647418737411499,Concrete dries out,Field2_en,"[0.3053065, 0.69217527, 0.49633715, 0.26003534]",0.6921752691268921,Concrete dries out,Field2_en,"[0.2809656733418021, 0.6335744639585197, 0.4353634549953142, 0.22695461360241018]",0.6335744639585197,Concrete dries out,Field2_en,"[0.2667060818940153, 0.6217810642432055, 0.3944610706826038, 0.19459529753607166]",0.6217810642432055,Concrete dries out,Field2_en,"[-3.3415671669497016, -2.3383533365418985, -2.8176142130679724, -3.488623927621603]",-2.3383533365418985,Concrete dries out,Field2_en,"[-0.42362528858830417, -0.06797079995529502, -0.2795932411004257, -0.5989085163651611]",-0.06797079995529502,Concrete dries out,Field2_en,16I1F3G2,3G2,Beton,3,c,3
