,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V_similarity,stud_field,stud_sentence,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
924,Suez canal dug,Field4_en,0.8966936469078064,2,Was the Suez Canal dug,5I1OH3C,H3C,Suez,4,g,2
925,Ships make long trip around African continent,Field2_en,0.40815311670303345,2,Distance jeddah-Rotterdam was too long,5I3OG3,G3,Suez,3,g,2
926,Shorter waterway needed,Field3_en,0.6439406275749207,2,they wanted to sail a shorter route,5I5F3A3,3A3,Suez,3,g,2
927,Ships make long trip around African continent,Field2_en,0.4643465280532837,2,Should you go through a desert,5I6FH3D,H3D,Suez,0,c,2
928,No natural connection Western Indian Ocean,Field1_en,0.4141014814376831,2,People like forests act together,5I6OH3E,H3E,Suez,0,c,2
929,Suez canal dug,Field4_en,0.21244274079799652,2,Austrian engineer devised a plan,7I5F3VA,3VA,Suez,0,c,2
930,Suez canal dug,Field4_en,1.0000001192092896,2,dug Suez canal,8I1FA3,A3,Suez,4,g,2
931,No natural connection Western Indian Ocean,Field1_en,0.5085973143577576,2,no faster connection,8I1FH3B,H3B,Suez,0,c,2
932,Ships make long trip around African continent,Field2_en,0.3241092264652252,2,awkward austrian came up with idea,8I3F2VB,2VB,Suez,0,c,2
933,Suez canal dug,Field4_en,0.714645504951477,2,made Suez Canal,8I5F3TT1,3TT1,Suez,4,g,2
934,Suez canal dug,Field4_en,0.49114248156547546,2,was designed by an austrian Suez canal,9I3F3A3,3A3,Suez,0,c,2
935,Elevators Bliven hang,Field4_en,0.6113369464874268,3,smaller elevators and the elevator tunnel narrower,8I1FH3B,H3B,Beton,0,c,3
936,Elevators Bliven hang,Field4_en,0.7911083698272705,3,Get stuck elevators,11I6FH3E,H3E,Beton,4,g,3
937,Elevators Bliven hang,Field4_en,0.411438524723053,3,"Otherwise, the elevator tunnel narrows",20I2F3VA,3VA,Beton,0,c,3
938,Elevators Bliven hang,Field4_en,0.5242960453033447,3,shrink elevator shafts,20I2FV3D,V3D,Beton,3,g,3
939,Buildings are smaller,Field3_en,0.7494257688522339,3,the building is smaller,20I6FH3D,H3D,Beton,,g,3
940,Buildings are smaller,Field3_en,0.614325225353241,3,the concrete shrinks so that the shafts are too small,27I6F3G2,3G2,Beton,3,g,3
941,Elevators Bliven hang,Field4_en,0.68467777967453,3,Elevators not fit,5I1OH3C,H3C,Beton,4,g,3
942,Elevators Bliven hang,Field4_en,0.42397111654281616,3,can lift stuck,8I5F3A1,3A1,Beton,4,g,3
943,Buildings are smaller,Field3_en,0.4723025858402252,3,be abolished lift smaller and thinner,8I6FH3E,H3E,Beton,0,c,3
944,Buildings are smaller,Field3_en,0.4721886217594147,3,If the building shrinks the lift terminals,11I4FA3,A3,Beton,4,g,3
945,Elevators Bliven hang,Field4_en,0.42708203196525574,3,If the elevator shaft narrows,14I4FG3,G3,Beton,3,g,3
946,Elevators Bliven hang,Field4_en,0.48426175117492676,3,elevator shaft with shrink,20I5FH3B,H3B,Beton,0,c,3
947,Elevators Bliven hang,Field4_en,0.7362922430038452,3,remain stuck elevators,26I6FA3A,A3A,Beton,4,g,3
948,Buildings are smaller,Field3_en,0.48027437925338745,3,Shrink building,4I3O3VA,3VA,Beton,3,g,3
949,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,10I4F3G2,3G2,Beton,3,g,3
950,Elevators Bliven hang,Field4_en,0.4753054678440094,3,elevator shafts closer,11I1F3G2,3G2,Beton,0,c,3
951,Elevators Bliven hang,Field4_en,0.5751181840896606,3,elevator shafts are too small for lifts,11I2F3TT1,3TT1,Beton,0,c,3
952,Concrete dries out,Field2_en,0.5320209860801697,3,shrinks the concrete (among others in the elevator shaft),11I2FH3B,H3B,Beton,3,g,3
953,Concrete dries out,Field2_en,0.6265747547149658,3,Because the concrete is hotter shrink the concrete slabs,11I3F3GA1,3GA1,Beton,3,g,3
954,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,11I5FG3,G3,Beton,3,g,3
955,Buildings are smaller,Field3_en,0.37024983763694763,3,but if it is not all wimpt,11I6FV3D,V3D,Beton,0,c,3
956,Concrete dries out,Field2_en,0.4477021396160126,3,it certainly shrinks a few cm,12I4FHC3,HC3,Beton,3,g,3
957,Buildings are smaller,Field3_en,0.756979763507843,3,buildings shrink and are therefore narrower,14I3F3A1,3A1,Beton,3,g,3
958,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,14I5F3TT1,3TT1,Beton,3,g,3
959,Concrete dries out,Field2_en,0.6647418737411499,3,concrete building shrinks so too,16I1F3G2,3G2,Beton,3,c,3
960,Buildings are smaller,Field3_en,0.48027437925338745,3,Shrink building,17I2F3TT1,3TT1,Beton,3,g,3
961,Buildings are smaller,Field3_en,0.6531023979187012,3,The original building is smaller than the original size,17I6FV3D,V3D,Beton,3,g,3
962,Concrete dries out,Field2_en,0.46277284622192383,3,Concrete must be inspected,19I4F3GA1,3GA1,Beton,0,c,3
963,Buildings are smaller,Field3_en,0.7340454459190369,3,Weider buildings are built on concrete,19I5F3AB,3AB,Beton,0,c,3
964,Concrete dries out,Field2_en,0.6019411087036133,3,This makes it possible to shrink concrete,20I6FG3,G3,Beton,3,g,3
965,Concrete dries out,Field2_en,0.412567675113678,3,shrinks in,2I3O2VB,2VB,Beton,3,g,3
966,Buildings are smaller,Field3_en,0.6198415160179138,3,shrink buildings (concrete shrinking),2I5O3TT1,3TT1,Beton,3,g,3
967,Elevators Bliven hang,Field4_en,0.4850427508354187,3,shrinking the elevator shafts,2I6FH3B,H3B,Beton,0,c,3
968,Buildings are smaller,Field3_en,0.6573579907417297,3,shrink buildings,4I2O3G2,3G2,Beton,3,g,3
969,Buildings are smaller,Field3_en,0.5178027153015137,3,lift abolished are too small,5I1FH3A,H3A,Beton,0,c,3
970,Buildings are smaller,Field3_en,0.770346999168396,3,building smaller,5I2F3TT1,3TT1,Beton,3,g,3
971,Buildings are smaller,Field3_en,0.5742676258087158,3,the concrete is smaller than intended,5I3OV3D,V3D,Beton,3,g,3
972,Buildings are smaller,Field3_en,0.5933287739753723,3,There is less space in a building,5I5F3A3,3A3,Beton,0,c,3
973,Concrete dries out,Field2_en,0.7028815746307373,3,concrete shrinks,7I5F3VA,3VA,Beton,3,g,3
974,Concrete dries out,Field2_en,0.609359085559845,3,if the bad concrete shrink buildings,8I3F2VB,2VB,Beton,3,g,3
975,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,8I5FH3C,H3C,Beton,3,g,3
976,Concrete dries out,Field2_en,0.5806750059127808,3,shrinkage sometimes so bad that concrete up to 12 cm can shrink,9I3F3A3,3A3,Beton,0,c,3
977,Buildings are smaller,Field3_en,0.4534730911254883,3,extra space between walls,10I2FHC3,HC3,Beton,0,c,3
978,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,11I3F3VA,3VA,Beton,3,g,3
979,Concrete dries out,Field2_en,0.6287623643875122,3,the concrete shrinks by heat,11I4FH3C,H3C,Beton,3,g,3
980,Buildings are smaller,Field3_en,0.5825437307357788,3,"many buildings of concrete does not use too much heat, but they still do",11I5F3A1,3A1,Beton,0,c,3
981,Buildings are smaller,Field3_en,0.6573579907417297,3,shrink buildings,11I5FH3A,H3A,Beton,3,g,3
982,Concrete dries out,Field2_en,0.7636541128158569,3,dry concrete,11I6F2VB,2VB,Beton,0,c,3
983,Concrete dries out,Field2_en,0.7028815746307373,3,concrete shrinks,14I3FA3A,A3A,Beton,3,g,3
984,Concrete dries out,Field2_en,0.5921775102615356,3,concrete shrinks by temperature,14I4OH3D,H3D,Beton,3,g,3
985,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,14I5F3AB,3AB,Beton,3,g,3
986,Concrete dries out,Field2_en,0.5879921317100525,3,by heating shrinks the concrete in building d,14I5FH3B,H3B,Beton,1,g,3
987,Buildings are smaller,Field3_en,0.7494257688522339,3,the building is smaller,15I3F3A3,3A3,Beton,3,g,3
988,Buildings are smaller,Field3_en,0.5026800036430359,3,the building shrinks slightly,17I1F3GA1,3GA1,Beton,3,g,3
989,Buildings are smaller,Field3_en,0.48027437925338745,3,Shrink building,17I1F3VA,3VA,Beton,3,g,3
990,Buildings are smaller,Field3_en,0.6414771676063538,3,"As the concrete shrinks, the buildings also shrinking",17I2FH3D,H3D,Beton,3,g,3
991,Central heating,Field1_en,0.648078441619873,3,Heating affects the concrete to,17I3F3AB,3AB,Beton,1,g,3
992,Concrete dries out,Field2_en,0.526944637298584,3,concrete is not always so good at is building shrunk 12 cm,17I6F2VB,2VB,Beton,3,g,3
993,Concrete dries out,Field2_en,0.380741685628891,3,shrinks betton,17I6FH3C,H3C,Beton,3,g,3
994,Concrete dries out,Field2_en,0.6096590161323547,3,the concrete shrinks slightly,18I4F3GA1,3GA1,Beton,3,g,3
995,Elevators Bliven hang,Field4_en,0.3991812765598297,3,lifts linger,19I1F3A3,3A3,Beton,4,g,3
996,Concrete dries out,Field2_en,0.7028815746307373,3,concrete shrinks,1I4O3GA1,3GA1,Beton,3,g,3
997,Concrete dries out,Field2_en,0.5488228797912598,3,There is much concrete get dwarfed by heat,20I3F2VB,2VB,Beton,0,c,3
998,Buildings are smaller,Field3_en,0.5304988622665405,3,There is even a building fell by 12 cm,20I4O3A1,3A1,Beton,0,c,3
999,Concrete dries out,Field2_en,0.6183512210845947,3,Shrink concrete,20I5F3AB,3AB,Beton,3,g,3
1000,Concrete dries out,Field2_en,0.6039668917655945,3,concrete will shrink,20I5FH3E,H3E,Beton,3,g,3
1001,Central heating,Field1_en,0.6858075261116028,3,When using heating,25I5F3A1,3A1,Beton,1,g,3
1002,Concrete dries out,Field2_en,0.6388536095619202,3,the concrete turn off,26I1FV3D,V3D,Beton,0,c,3
1003,Buildings are smaller,Field3_en,0.49918580055236816,3,If the building is less than it was,26I2FH3D,H3D,Beton,3,g,3
1004,Central heating,Field1_en,0.6148535013198853,3,By heat from heating can shrink the concrete,26I3FG3,G3,Beton,3,g,3
1005,Buildings are smaller,Field3_en,0.48027437925338745,3,Shrink building,29I1F3AB,3AB,Beton,3,g,3
1006,Central heating,Field1_en,0.5292061567306519,3,reduced once the slabs by single heating,2I6F3A1,3A1,Beton,0,c,3
1007,Central heating,Field1_en,0.6964557766914368,3,Heating \ '85 piece,32I3FH3E,H3E,Beton,0,c,3
1008,Concrete dries out,Field2_en,0.8075546026229858,3,as the concrete dries it gets smaller,3I2O3A3,3A3,Beton,3,g,3
1009,Buildings are smaller,Field3_en,0.7065036296844482,3,shrinking buildings,5I3OG3,G3,Beton,3,g,3
1010,Central heating,Field1_en,0.70551997423172,3,the use of central heating is not good,5I6F2VB,2VB,Beton,1,g,3
1011,Concrete dries out,Field2_en,0.8031944632530212,3,drying concrete,8I2FV3D,V3D,Beton,2,g,3
1012,Buildings are smaller,Field3_en,0.5738192796707153,3,In a large building that can make big differences,8I2O3AB,3AB,Beton,0,c,3
1013,Buildings are smaller,Field3_en,0.46761903166770935,3,Walls shrink / become narrower,8I3FG3,G3,Beton,3,g,3
1014,Concrete dries out,Field2_en,0.3505431115627289,3,can shrink,8I5F3TT1,3TT1,Beton,3,g,3
1015,People look younger,Field3_en,0.706143856048584,3,you feel younger and happier,17I6FV3D,V3D,Botox,0,c,3
1016,Can help against wrinkles between the eyes and forehead,Field2_en,0.68959641456604,3,also for people with wrinkles,20I4O3A1,3A1,Botox,3,g,3
1017,People look younger,Field3_en,0.759608805179596,3,You seem younger,20I5F3AB,3AB,Botox,4a,g,3
1018,Can help against wrinkles between the eyes and forehead,Field2_en,0.6530640125274658,3,This is used by some people with money and wrinkles,8I6FH3E,H3E,Botox,0,c,3
1019,Can help against wrinkles between the eyes and forehead,Field2_en,0.4637197256088257,3,you should do once end 1-6 months?,8I1FA3,A3,Botox,0,c,3
1020,People look younger,Field3_en,0.36769309639930725,3,not too much dose,2I6F3A1,3A1,Botox,0,c,3
1021,Can help against wrinkles between the eyes and forehead,Field2_en,0.5948855876922607,3,have not such tense eyelids,5I6OH3E,H3E,Botox,0,c,3
1022,Facial expression can change,Field4_en,0.4699724316596985,3,face changed,8I1FH3B,H3B,Botox,0,c,3
1023,Can help against wrinkles between the eyes and forehead,Field2_en,0.5791033506393433,3,people who frequently flashing helped by botox rid of it,8I2FV3D,V3D,Botox,2,g,3
1024,Facial expression can change,Field4_en,0.6823043823242188,3,The expression may be different,10I4F3G2,3G2,Botox,4b,g,3
1025,People look younger,Field3_en,0.7803000807762146,3,you can look younger,11I2F3TT1,3TT1,Botox,4a,g,3
1026,People look younger,Field3_en,0.8591354489326477,3,you look younger,11I3F3GA1,3GA1,Botox,4a,g,3
1027,Can help against wrinkles between the eyes and forehead,Field2_en,0.7085093855857849,3,Vanish wrinkles on the face,11I5FG3,G3,Botox,3,g,3
1028,Facial expression can change,Field4_en,0.6122738718986511,3,Can you change emotion,14I4FG3,G3,Botox,0,c,3
1029,People look younger,Field3_en,0.5239972472190857,3,many people use Botox to come extremist intentions,16I1F3G2,3G2,Botox,0,c,3
1030,People look younger,Field3_en,0.6439446806907654,3,they often appear younger,17I6F2VB,2VB,Botox,4a,g,3
1031,People look younger,Field3_en,0.7884334325790405,3,it looks younger,18I4F3GA1,3GA1,Botox,4a,g,3
1032,Can help against wrinkles between the eyes and forehead,Field2_en,0.7563593983650208,3,eliminate the wrinkles around their eyes and paralyze the muscles in their eyes,23I2FH3B,H3B,Botox,3,g,3
1033,People look younger,Field3_en,0.8896340727806091,3,look younger,26I6FA3A,A3A,Botox,4a,g,3
1034,Can help against wrinkles between the eyes and forehead,Field2_en,0.665470540523529,3,smooth skin (skin without wrinkles),27I6F3G2,3G2,Botox,0,c,3
1035,People look younger,Field3_en,0.8591354489326477,3,you look younger,2I3O2VB,2VB,Botox,4a,g,3
1036,Can help against wrinkles between the eyes and forehead,Field2_en,0.6024572849273682,3,people have no more wrinkles,2I5O3TT1,3TT1,Botox,3,g,3
1037,People look younger,Field3_en,0.7820338606834412,3,thus you get a younger look,5I1OH3B,H3B,Botox,4a,g,3
1038,People look younger,Field3_en,0.6217212677001953,3,people go to the plastichurgie,5I6F2VB,2VB,Botox,0,c,3
1039,Can help against wrinkles between the eyes and forehead,Field2_en,0.5419560670852661,3,people get a smooth skin,7I5F3VA,3VA,Botox,0,c,3
1040,Facial expression can change,Field4_en,0.6742048859596252,3,Unwanted facial expressions,8I3FG3,G3,Botox,4b,g,3
1041,People look younger,Field3_en,0.7773417830467224,3,makes you look younger,8I5F3TT1,3TT1,Botox,4a,g,3
1042,Can help against wrinkles between the eyes and forehead,Field2_en,0.6203449368476868,3,no wrinkles,11I1F3G2,3G2,Botox,3,g,3
1043,Can help prevent muscle tightness,Field1_en,0.6674609184265137,3,it helps against a vibrant muscle,11I2FH3B,H3B,Botox,0,c,3
1044,Facial expression can change,Field4_en,0.652347207069397,3,sometimes ontgewenste expression,11I4FH3C,H3C,Botox,4b,g,3
1045,People look younger,Field3_en,0.29378074407577515,3,death by overdose people,11I5F3A1,3A1,Botox,0,c,3
1046,People look younger,Field3_en,0.8591354489326477,3,you look younger,11I5FH3A,H3A,Botox,4a,g,3
1047,Can help against wrinkles between the eyes and forehead,Field2_en,0.6349726915359497,3,it fills in wrinkles,11I6F2VB,2VB,Botox,3,g,3
1048,Can help against wrinkles between the eyes and forehead,Field2_en,0.6278499364852905,3,go wrinkles time corpse,12I4FHC3,HC3,Botox,3,g,3
1049,Can help against wrinkles between the eyes and forehead,Field2_en,0.5978361368179321,3,eye blinking hard you let get away,13I6FA3,A3,Botox,2,g,3
1050,People look younger,Field3_en,0.9999999403953552,3,people look younger,14I3F3A1,3A1,Botox,4a,g,3
1051,People look younger,Field3_en,0.9130571484565735,3,see people younger,14I4F3G2,3G2,Botox,4a,g,3
1052,Can help against wrinkles between the eyes and forehead,Field2_en,0.3993178904056549,3,it is forbidden for you,14I4OH3D,H3D,Botox,0,c,3
1053,Can help against wrinkles between the eyes and forehead,Field2_en,0.4482259452342987,3,It is used by plastic surgeons,14I5F3AB,3AB,Botox,0,c,3
1054,Facial expression can change,Field4_en,0.3013562560081482,3,function well,14I5F3TT1,3TT1,Botox,0,c,3
1055,Facial expression can change,Field4_en,0.7419331073760986,3,you can get a facial expression that you do not want,15I3F3A3,3A3,Botox,4b,g,3
1056,Can help against wrinkles between the eyes and forehead,Field2_en,0.6642094254493713,3,it is used to smooth wrinkles,17I1F3GA1,3GA1,Botox,3,g,3
1057,Facial expression can change,Field4_en,0.6335196495056152,3,Another expression,17I2F3TT1,3TT1,Botox,4b,g,3
1058,Facial expression can change,Field4_en,0.8334363698959351,3,Can you get a different facial expression,17I2FH3D,H3D,Botox,4b,g,3
1059,Facial expression can change,Field4_en,0.7344162464141846,3,Can cause unwanted facial expressions,17I3F3AB,3AB,Botox,4b,g,3
1060,People look younger,Field3_en,0.5910547375679016,3,face may look different,17I5FH3E,H3E,Botox,4b,g,3
1061,People look younger,Field3_en,0.3024480640888214,3,less Pulls,17I6FH3C,H3C,Botox,0,c,3
1062,Can help against wrinkles between the eyes and forehead,Field2_en,0.5140531063079834,3,sagging skin,19I1F3A3,3A3,Botox,0,c,3
1063,Can help against wrinkles between the eyes and forehead,Field2_en,0.6468669176101685,3,wrinkles away,1I4O3GA1,3GA1,Botox,3,g,3
1064,Facial expression can change,Field4_en,0.6189380288124084,3,people can get an unwanted expression,20I1FA3A,A3A,Botox,4b,g,3
1065,Facial expression can change,Field4_en,0.749302089214325,3,unwanted facial expression occurs,20I2F3VA,3VA,Botox,4b,g,3
1066,Facial expression can change,Field4_en,0.8638667464256287,3,it can be a different facial expression,20I3F2VB,2VB,Botox,4b,g,3
1067,People look younger,Field3_en,0.8591354489326477,3,You look younger,20I3FH3C,H3C,Botox,4a,g,3
1068,Facial expression can change,Field4_en,0.35649898648262024,3,no emotion,20I5FH3E,H3E,Botox,0,c,3
1069,People look younger,Field3_en,0.7805148363113403,3,You seem younger and want a lot of people,20I6FG3,G3,Botox,4a,g,3
1070,Can help against wrinkles between the eyes and forehead,Field2_en,0.4641178548336029,3,Can you be so nice,20I6FH3D,H3D,Botox,0,c,3
1071,Facial expression can change,Field4_en,0.6430578827857971,3,Other expression,23I2FH3C,H3C,Botox,4b,g,3
1072,People look younger,Field3_en,0.4221758544445038,3,become more beautiful and wrinkle-free,25I5F3A1,3A1,Botox,3,g,3
1073,Facial expression can change,Field4_en,0.8763495683670044,3,you can change facial expressions,26I2FH3D,H3D,Botox,4b,g,3
1074,Can help against wrinkles between the eyes and forehead,Field2_en,0.6201349496841431,3,If the geburikt if you blink too hard with your eyes,29I1F3AB,3AB,Botox,2,g,3
1075,Facial expression can change,Field4_en,0.895440936088562,3,facial expression changes undesirably,2I4OH3A,H3A,Botox,4b,g,3
1076,Facial expression can change,Field4_en,0.8705612421035767,3,the facial expression changes can be undesirable,2I6FH3B,H3B,Botox,4b,g,3
1077,People look younger,Field3_en,0.534412145614624,3,it can might look very strange and unnatural,32I3FH3E,H3E,Botox,0,c,3
1078,Can help against wrinkles between the eyes and forehead,Field2_en,0.622972309589386,3,not blinking hard with your eye,3I2O3A3,3A3,Botox,0,c,3
1079,People look younger,Field3_en,0.9999999403953552,3,people look younger,4I2O3G2,3G2,Botox,4a,g,3
1080,Can help against wrinkles between the eyes and forehead,Field2_en,0.48617756366729736,3,"the lines of, for example laughter disappear",4I3O3VA,3VA,Botox,0,c,3
1081,People look younger,Field3_en,0.8591354489326477,3,you look younger,5I1FH3A,H3A,Botox,4a,g,3
1082,People look younger,Field3_en,0.47034725546836853,3,deceased 28 people,5I1OH3C,H3C,Botox,0,c,3
1083,Can help against wrinkles between the eyes and forehead,Field2_en,0.6153050661087036,3,pinching people eyes no longer together,5I2F3TT1,3TT1,Botox,2,g,3
1084,Facial expression can change,Field4_en,0.6327418088912964,3,Can the expression be ruined,5I3OG3,G3,Botox,4b,g,3
1085,People look younger,Field3_en,0.8591354489326477,3,you look younger,5I5F3A3,3A3,Botox,4a,g,3
1086,Can help against wrinkles between the eyes and forehead,Field2_en,0.568825364112854,3,Is your skin plumper,5I6FH3D,H3D,Botox,0,c,3
1087,People look younger,Field3_en,0.46345600485801697,3,can go wrong and there may be injured,8I3F2VB,2VB,Botox,0,c,3
1088,Facial expression can change,Field4_en,0.7707216143608093,3,you can not see facial expressions,8I5F3A1,3A1,Botox,4b,g,3
1089,Can help against wrinkles between the eyes and forehead,Field2_en,0.44914180040359497,3,is it used for plastic surgery,8I5FH3C,H3C,Botox,0,c,3
1090,Facial expression can change,Field4_en,0.5876619815826416,3,the gezichtsuidrukking may change undesirably,9I1FHC3,HC3,Botox,4b,g,3
1091,Can help against wrinkles between the eyes and forehead,Field2_en,0.683582603931427,3,skin without wrinkles,9I3F3A3,3A3,Botox,3,g,3
1092,People get used to luxury,Field3_en,0.8867647647857666,3,you get used to the luxury,13I6FA3,A3,Geld,3,g,3
1093,People should not be distracted for too long risk,Field1_en,0.7330862879753113,3,they eventually always want more than they have,15I3F3A3,3A3,Geld,0,c,3
1094,People should not be distracted for too long risk,Field1_en,0.7474096417427063,3,he wants more again but can not get it,14I3FA3A,A3A,Geld,0,c,3
1095,Money does not gellukig long time,Field4_en,0.6427350640296936,3,more and more money to be happy,5I1FH3A,H3A,Geld,0,c,3
1096,People get used to luxury,Field3_en,0.5870026350021362,3,become accustomed to luxury,11I6F2VB,2VB,Geld,3,g,3
1097,A person may experience only short deep happiness or unhappiness,Field2_en,0.6431331634521484,3,brief sense of happiness,8I3FG3,G3,Geld,2,g,3
1098,People should not be distracted for too long risk,Field1_en,0.6849485039710999,3,we need more to be happy,11I2F3TT1,3TT1,Geld,0,c,3
1099,People should not be distracted for too long risk,Field1_en,0.6403595805168152,3,Are you less happy,11I6FH3E,H3E,Geld,0,c,3
1100,Money does not gellukig long time,Field4_en,0.6988007426261902,3,"Therefore, money makes a person happy",8I2O3AB,3AB,Geld,5,g,3
1101,A person may experience only short deep happiness or unhappiness,Field2_en,0.26011189818382263,3,unsatisfied,11I1F3G2,3G2,Geld,0,c,3
1102,People should not be distracted for too long risk,Field1_en,0.4539150595664978,3,wen you quickly,2I6F3A1,3A1,Geld,3,g,3
1103,Money does not gellukig long time,Field4_en,0.7692182660102844,3,You will not be happy with money,5I1OH3C,H3C,Geld,0,c,3
1104,People get used to luxury,Field3_en,0.6090723276138306,3,you get used to his empire,5I3OV3D,V3D,Geld,3,g,3
1105,Money does not gellukig long time,Field4_en,0.6868947744369507,3,m person wants a lot of money always buy new things,9I3F3A3,3A3,Geld,0,c,3
1106,People get used to luxury,Field3_en,0.9255320429801941,3,People quickly get used to luxury,14I5F3AB,3AB,Geld,3,g,3
1107,Money does not gellukig long time,Field4_en,0.6959788203239441,3,make money but fortunately brief,7I5F3VA,3VA,Geld,0,c,3
1108,Money does not gellukig long time,Field4_en,0.7627896070480347,3,as a peopl money does get used to it quickly,8I5FH3C,H3C,Geld,0,c,3
1109,People should not be distracted for too long risk,Field1_en,0.4544985294342041,3,many spectacular and fun things,10I4F3G2,3G2,Geld,0,c,3
1110,People get used to luxury,Field3_en,0.6303108334541321,3,Man is quickly accustomed to luxury,11I2FH3B,H3B,Geld,3,g,3
1111,People get used to luxury,Field3_en,0.8213430047035217,3,You get used so quickly to the luxury,11I3F3GA1,3GA1,Geld,3,g,3
1112,People get used to luxury,Field3_en,0.8975995779037476,3,they get used to the luxury,11I3F3VA,3VA,Geld,3,g,3
1113,People should not be distracted for too long risk,Field1_en,0.5887849926948547,3,People also buy drinks to feel satisfied,11I4FA3,A3,Geld,0,c,3
1114,People should not be distracted for too long risk,Field1_en,0.6031529307365417,3,they are accustomed to money,11I4FH3C,H3C,Geld,3,g,3
1115,People should not be distracted for too long risk,Field1_en,0.5478035807609558,3,Have devised destination in advance for the money,11I5FG3,G3,Geld,0,c,3
1116,Money does not gellukig long time,Field4_en,0.7307838201522827,3,"The more money you have, the more you want",11I5FH3A,H3A,Geld,0,c,3
1117,People should not be distracted for too long risk,Field1_en,0.5950698852539062,3,because they become habituated to,11I6FV3D,V3D,Geld,3,g,3
1118,People get used to luxury,Field3_en,0.5912981629371643,3,wen you quickly to the luxury.,12I4FHC3,HC3,Geld,3,g,3
1119,Money does not gellukig long time,Field4_en,0.8184766173362732,3,at one time a lot of money does not make you happier,14I3F3A1,3A1,Geld,0,c,3
1120,People should not be distracted for too long risk,Field1_en,0.6140870451927185,3,You want more and more,14I5F3TT1,3TT1,Geld,0,c,3
1121,A person may experience only short deep happiness or unhappiness,Field2_en,0.8565951585769653,3,people can experience its brief sense of happiness or unhappiness,14I5FH3B,H3B,Geld,2,g,3
1122,People should not be distracted for too long risk,Field1_en,0.7066117525100708,3,People want longer hold this feeling,16I1F3G2,3G2,Geld,0,c,3
1123,People get used to luxury,Field3_en,0.6404518485069275,3,You quickly get used to money / alcohol: 'happiness',17I1F3GA1,3GA1,Geld,0,c,3
1124,A person may experience only short deep happiness or unhappiness,Field2_en,0.6293179988861084,3,The man went to the happiness,17I1F3VA,3VA,Geld,2,g,3
1125,A person may experience only short deep happiness or unhappiness,Field2_en,0.2611768841743469,3,Habituation,17I3F3AB,3AB,Geld,3,g,3
1126,People get used to luxury,Field3_en,0.7898130416870117,3,take enough with less and you get used to the luxury,17I6F2VB,2VB,Geld,3,g,3
1127,People get used to luxury,Field3_en,0.22605866193771362,3,Join press lotteries,17I6FH3C,H3C,Geld,0,c,3
1128,Money does not gellukig long time,Field4_en,0.5418208837509155,3,more attention than money for family and friends,17I6FV3D,V3D,Geld,4b,g,3
1129,Money does not gellukig long time,Field4_en,0.6523798108100891,3,they have got a lot of money,18I4F3GA1,3GA1,Geld,0,c,3
1130,People should not be distracted for too long risk,Field1_en,0.6679455041885376,3,Zalt that you're short happy,19I1F3A3,3A3,Geld,0,c,3
1131,People get used to luxury,Field3_en,0.6616315245628357,3,at some point you get used to it,19I4F3GA1,3GA1,Geld,3,g,3
1132,Money does not gellukig long time,Field4_en,0.8131179809570312,3,Does having money you happy,19I5F3AB,3AB,Geld,4a,g,3
1133,Money does not gellukig long time,Field4_en,0.7175312638282776,3,Money on. Can only buy small things,1I4O3GA1,3GA1,Geld,0,c,3
1134,Money does not gellukig long time,Field4_en,0.789440929889679,3,money can not be happy,20I2FV3D,V3D,Geld,4a,g,3
1135,People get used to luxury,Field3_en,0.43566256761550903,3,lotto winners buying lots of stuff,20I3F2VB,2VB,Geld,0,c,3
1136,People should not be distracted for too long risk,Field1_en,0.534615159034729,3,She asked someone who had won more than 300 mil,20I3FH3C,H3C,Geld,0,c,3
1137,Money does not gellukig long time,Field4_en,0.5162911415100098,3,"no worries, for example to pay bills",20I4O3A1,3A1,Geld,0,c,3
1138,People should not be distracted for too long risk,Field1_en,0.7851166129112244,3,It is dangerous to be happy for a long time,20I5F3AB,3AB,Geld,0,c,3
1139,People should not be distracted for too long risk,Field1_en,0.5853859782218933,3,there is nothing at,20I5FH3E,H3E,Geld,0,c,3
1140,A person may experience only short deep happiness or unhappiness,Field2_en,0.7102298140525818,3,That is true happiness that you love and belongingness comes from,20I6FG3,G3,Geld,4b,g,3
1141,Money does not gellukig long time,Field4_en,0.6934289336204529,3,money is only poor people happy,20I6FH3D,H3D,Geld,0,c,3
1142,Money does not gellukig long time,Field4_en,0.5925756692886353,3,Less money,23I2FH3C,H3C,Geld,0,c,3
1143,People should not be distracted for too long risk,Field1_en,0.7329347729682922,3,You should always have money to stay happy,25I5F3A1,3A1,Geld,0,c,3
1144,People get used to luxury,Field3_en,0.764008104801178,3,People quickly get used to conditions such as luxury and alcohol,26I1FV3D,V3D,Geld,3,g,3
1145,People get used to luxury,Field3_en,0.49985942244529724,3,you're rich,26I2FH3D,H3D,Geld,0,c,3
