Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
kinderen scoren hoger op IQ test,Verbetering wiskunde vaardigheiten,children score higher on IQ tests,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
hoger IQ,Verbetering wiskunde vaardigheiten,higher IQ,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
Score hoger op IQ-test,Verbetering wiskunde vaardigheiten,Score higher on IQ tests,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
hoger IQ,Verbetering wiskunde vaardigheiten,higher IQ,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
is het IQ van 12-jarige die muziek spelen hoger dan gemiddeld,Verbetering wiskunde vaardigheiten,the 12-year-old playing music IQ higher than average,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
Zijn je hersenen meer bezig,Verbetering wiskunde vaardigheiten,Are your brains more concerned,Improving mathematics vaardigheiten,0,c,Muziek;Field2
maken mensen IQ test beter,Verbetering wiskunde vaardigheiten,make people better IQ test,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
kon je herinneringen ophalen,Verbetering wiskunde vaardigheiten,could pick your memories,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Haalt herinneringen op,Verbetering wiskunde vaardigheiten,Reminisces,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Word je IQ hoger,Verbetering wiskunde vaardigheiten,Get your IQ higher,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
komen oude herinneringen soms weer naar boven,Verbetering wiskunde vaardigheiten,Old memories come sometimes upwards again,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
heb je een hgoer IQ als je vanaf je 12de muziek speelt,Verbetering wiskunde vaardigheiten,have a hgoer IQ if you play music from your 12th,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
makkelijker wiskunde te doen,Verbetering wiskunde vaardigheiten,easier to do math,Improving mathematics vaardigheiten,3a,g,Muziek;Field2
is wiskunde makkelijker,Verbetering wiskunde vaardigheiten,math is easier,Improving mathematics vaardigheiten,3a,g,Muziek;Field2
Kan je dingen beter onthouden,Verbetering wiskunde vaardigheiten,Can you remember things better,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Haal je oude herinneringen op,Verbetering wiskunde vaardigheiten,Get your old memories,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Scoren kinderen hoger op de IQ test,Verbetering wiskunde vaardigheiten,Children score higher on IQ tests,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
betere resultaten op school,Verbetering wiskunde vaardigheiten,better results at school,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Beter ruimtelijk inzicht,Verbetering wiskunde vaardigheiten,Better spatial awareness,Improving mathematics vaardigheiten,0,c,Muziek;Field2
helpt het mensen met alzheimer,Verbetering wiskunde vaardigheiten,helps people with Alzheimer's,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Herinering voor mens met alzheimer,Verbetering wiskunde vaardigheiten,Herinering for people with Alzheimer's,Improving mathematics vaardigheiten,0,c,Muziek;Field2
je geheugen wordt beter,Verbetering wiskunde vaardigheiten,your memory is better,Improving mathematics vaardigheiten,0,c,Muziek;Field2
roept het herrinneringen van vroeger op,Verbetering wiskunde vaardigheiten,The herr minders from earlier calls,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Herinner je dat nog veel,Verbetering wiskunde vaardigheiten,Remember that much,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Kun je iemand met Alzheimer soms iets laten herinneren met muziek,Verbetering wiskunde vaardigheiten,Can someone with Alzheimer's sometimes leave something to remember with music,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Wordt je vrolijker,Verbetering wiskunde vaardigheiten,Will you happier,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Herinneringen ophalen,Verbetering wiskunde vaardigheiten,Reminisce,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Kan het je helpen bij wiskundetaken zoals breuken,Verbetering wiskunde vaardigheiten,Can you help with math tasks such as fractures,Improving mathematics vaardigheiten,3a,g,Muziek;Field2
12 jarige kinderen die muziek spelen hoger IQ,Verbetering wiskunde vaardigheiten,12 year old children playing music higher IQ,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
hoger IQ op IQ testen,Verbetering wiskunde vaardigheiten,IQ higher on IQ tests,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
Mensen met alzheimer kunnen dingen herinneren,Verbetering wiskunde vaardigheiten,People with Alzheimer's can remember things,Improving mathematics vaardigheiten,0,c,Muziek;Field2
helpt herinneringen boven te halen,Verbetering wiskunde vaardigheiten,helps bring memories,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
kan je andere dingen beter,Verbetering wiskunde vaardigheiten,you may have other things better,Improving mathematics vaardigheiten,0,c,Muziek;Field2
Train je jouw hersenen beter,Verbetering wiskunde vaardigheiten,You train your brains better,Improving mathematics vaardigheiten,0,c,Muziek;Field2
kan een liedje je herinneringen opbrengen,Verbetering wiskunde vaardigheiten,a song came on your memories,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
kan het je helpen om dingen van vroeger te herinneren,Verbetering wiskunde vaardigheiten,it can help to remember things from the past,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
Laat muziek je weer dingen herriner,Verbetering wiskunde vaardigheiten,Let your music again remember this was stuff,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
komen herinneringen terug aan muziek,Verbetering wiskunde vaardigheiten,memories come back to music,Improving mathematics vaardigheiten,0,c,Muziek;Field2
iq-test hoger,Verbetering wiskunde vaardigheiten,IQ test higher,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
kan je dingen herineren,Verbetering wiskunde vaardigheiten,You can herineren things,Improving mathematics vaardigheiten,3b,g,Muziek;Field2
kun je beter worden in wiskunde,Verbetering wiskunde vaardigheiten,you are better at math,Improving mathematics vaardigheiten,0,c,Muziek;Field2
kinderen van 12 die muziek spelen hoger IQ,Verbetering wiskunde vaardigheiten,children 12 playing music higher IQ,Improving mathematics vaardigheiten,3c,g,Muziek;Field2
Jeddah - Ortterdam = 40% korter,Schepen maken lange reis rond Afrikaans continent,Jeddah - Ortterdam = 40% shorter,Ships make long trip around African continent,5,g,Suez;Field2
Bedacht iemand een kanaal,Schepen maken lange reis rond Afrikaans continent,Someone invented a channel,Ships make long trip around African continent,0,c,Suez;Field2
graven kanaal,Schepen maken lange reis rond Afrikaans continent,digging channel,Ships make long trip around African continent,4,g,Suez;Field2
moest er een opl. Komen,Schepen maken lange reis rond Afrikaans continent,a sol had. come,Ships make long trip around African continent,0,c,Suez;Field2
bedacht een Oostenrijkse ontwerper een oplossing,Schepen maken lange reis rond Afrikaans continent,Austrian designer invented a solution,Ships make long trip around African continent,0,c,Suez;Field2
Kanaal gegraven,Schepen maken lange reis rond Afrikaans continent,dug channel,Ships make long trip around African continent,4,g,Suez;Field2
bedacht een oostenrijkse ingenieur suez kanaal,Schepen maken lange reis rond Afrikaans continent,devised an Austrian engineer Suez canal,Ships make long trip around African continent,0,c,Suez;Field2
zijn ze een kanaal gaan graven,Schepen maken lange reis rond Afrikaans continent,they're going to dig a channel,Ships make long trip around African continent,4,g,Suez;Field2
dit kost veel tijd en dus ook veel geld,Schepen maken lange reis rond Afrikaans continent,This takes time and therefore money,Ships make long trip around African continent,0,c,Suez;Field2
Werd het suez kanaal aangelegd,Schepen maken lange reis rond Afrikaans continent,Was the Suez canal built,Ships make long trip around African continent,4,g,Suez;Field2
een plan gemaakt om het Suezkanaal te graven,Schepen maken lange reis rond Afrikaans continent,a plan designed to dig the Suez Canal,Ships make long trip around African continent,4,g,Suez;Field2
Werd het suez kanaal gegraven,Schepen maken lange reis rond Afrikaans continent,Was the Suez Canal dug,Ships make long trip around African continent,4,g,Suez;Field2
Was te lang dus werd Suezkanaal gegraven,Schepen maken lange reis rond Afrikaans continent,Was so long Suez Canal was dug,Ships make long trip around African continent,4,g,Suez;Field2
word besloten het suezkanaal te graven,Schepen maken lange reis rond Afrikaans continent,Become decided to dig the Suez canal,Ships make long trip around African continent,4,g,Suez;Field2
Bedacht een Oostenrijker een kanaal tussen de twee oceanen,Schepen maken lange reis rond Afrikaans continent,Devised an Austrian channel between the two oceans,Ships make long trip around African continent,4,g,Suez;Field2
de afstand was te lang en kostte veel tijd,Schepen maken lange reis rond Afrikaans continent,The distance was too long and time-consuming,Ships make long trip around African continent,0,c,Suez;Field2
Bedacht een oostenrijker een plan. Hij maakte een kanaal tussen de oceanen,Schepen maken lange reis rond Afrikaans continent,Austrian devised a plan. He made a canal between the oceans,Ships make long trip around African continent,4,g,Suez;Field2
wilden ze een kanaal aanleggen,Schepen maken lange reis rond Afrikaans continent,they wanted to create a channel,Ships make long trip around African continent,0,c,Suez;Field2
moesten handelaars door afrikaans gebied lopen,Schepen maken lange reis rond Afrikaans continent,traders had to walk through african region,Ships make long trip around African continent,0,c,Suez;Field2
was de handel heel lang,Schepen maken lange reis rond Afrikaans continent,Trade was very long,Ships make long trip around African continent,3,g,Suez;Field2
Handelsschepen moeten helemaal om Afrika heen varen,Schepen maken lange reis rond Afrikaans continent,Trading ships must all sail around Africa,Ships make long trip around African continent,2,g,Suez;Field2
Woestijn ligt op de snelle weg naar Europa,Schepen maken lange reis rond Afrikaans continent,Desert is on the fast track to Europe,Ships make long trip around African continent,0,c,Suez;Field2
scheepsmensen moesten om Afrika heen,Schepen maken lange reis rond Afrikaans continent,people had to ship around Africa,Ships make long trip around African continent,2,g,Suez;Field2
Werd het suezkanaal aangelegd,Schepen maken lange reis rond Afrikaans continent,Was built the Suez canal,Ships make long trip around African continent,4,g,Suez;Field2
Er was/is veel handel en er was een kortere route nodig,Schepen maken lange reis rond Afrikaans continent,There was / is much trade and it took a shorter route,Ships make long trip around African continent,3,g,Suez;Field2
moesten mensen om heel afrika heen,Schepen maken lange reis rond Afrikaans continent,people across Africa should go,Ships make long trip around African continent,2,g,Suez;Field2
Handelsroute is erg ver om en dat is onnodig,Schepen maken lange reis rond Afrikaans continent,Trade Route is very far and it is unnecessary,Ships make long trip around African continent,3,g,Suez;Field2
boten van saudi-arabi\'eb meoten helemaal om Afrika varen om in Europa te komen,Schepen maken lange reis rond Afrikaans continent,Boats from saudi arabia \ 'eb meoten all to sail Africa to Europe,Ships make long trip around African continent,2,g,Suez;Field2
lang afstand voor handel om afrika heen,Schepen maken lange reis rond Afrikaans continent,long distance trade around Africa,Ships make long trip around African continent,2,g,Suez;Field2
Mensen moesten meer dan 10.000 mijl reizen,Schepen maken lange reis rond Afrikaans continent,"People had to travel more than 10,000 miles",Ships make long trip around African continent,3,g,Suez;Field2
toen kunstmatig aangelegd,Schepen maken lange reis rond Afrikaans continent,when artificial,Ships make long trip around African continent,0,c,Suez;Field2
suezkannaal gegraven,Schepen maken lange reis rond Afrikaans continent,dug suezkannaal,Ships make long trip around African continent,4,g,Suez;Field2
de route is helemaal om afrika heen,Schepen maken lange reis rond Afrikaans continent,The route is all around africa,Ships make long trip around African continent,2,g,Suez;Field2
boten omvaren rond afrika,Schepen maken lange reis rond Afrikaans continent,boats circumnavigate around africa,Ships make long trip around African continent,2,g,Suez;Field2
Moesten zij omweg maken door afrika,Schepen maken lange reis rond Afrikaans continent,Had they make detour through Africa,Ships make long trip around African continent,0,c,Suez;Field2
moesten mensen jaren lang grafen om dit kanaal aan te maken,Schepen maken lange reis rond Afrikaans continent,people had for years graphs to create this channel,Ships make long trip around African continent,0,c,Suez;Field2
idee\'ebn over kanaal,Schepen maken lange reis rond Afrikaans continent,idea \ 'ebn over canal,Ships make long trip around African continent,0,c,Suez;Field2
geen snelle weg om van en naar andere werelddeel te gaan,Schepen maken lange reis rond Afrikaans continent,no quick way to get to and from another continent,Ships make long trip around African continent,0,c,Suez;Field2
kortere weg gezocht,Schepen maken lange reis rond Afrikaans continent,shortcut sought,Ships make long trip around African continent,0,c,Suez;Field2
kanaal aangelegd,Schepen maken lange reis rond Afrikaans continent,Channel created,Ships make long trip around African continent,4,g,Suez;Field2
afstand tussen Europa en handelsstad Jeddah te groot,Schepen maken lange reis rond Afrikaans continent,distance between Europe and commercial city of Jeddah too big,Ships make long trip around African continent,0,c,Suez;Field2
snel willen vervoeren,Schepen maken lange reis rond Afrikaans continent,to provide fast,Ships make long trip around African continent,0,c,Suez;Field2
ze vonden om Afrika heen veel te lang,Schepen maken lange reis rond Afrikaans continent,they found around Africa too long,Ships make long trip around African continent,0,c,Suez;Field2
moeten boten een grote omweg langs Afrika maken om bij Europa te komen,Schepen maken lange reis rond Afrikaans continent,Boats have to make a big detour to Africa to reach Europe,Ships make long trip around African continent,2,g,Suez;Field2
suezkanaal gegraven,Schepen maken lange reis rond Afrikaans continent,dug Suez canal,Ships make long trip around African continent,4,g,Suez;Field2
Er was een kortere route nodig,Schepen maken lange reis rond Afrikaans continent,a shorter route was needed,Ships make long trip around African continent,3,g,Suez;Field2
hadden ze veel mankracht en tijd nodig,Schepen maken lange reis rond Afrikaans continent,they needed a lot of manpower and time,Ships make long trip around African continent,0,c,Suez;Field2
Lange afstand rond afrika,Schepen maken lange reis rond Afrikaans continent,Long distance around africa,Ships make long trip around African continent,2,g,Suez;Field2
lieten ze een oostenrijker het Suezkanaal ontwerpen,Schepen maken lange reis rond Afrikaans continent,they showed an austrian design the Suez Canal,Ships make long trip around African continent,0,c,Suez;Field2
hadden ze een kanaal nodig om boten door te kunnen laten varen,Schepen maken lange reis rond Afrikaans continent,they had a channel needed to be abandoned boats,Ships make long trip around African continent,0,c,Suez;Field2
Suezkanaal aangelegd,Schepen maken lange reis rond Afrikaans continent,constructed Suez Canal,Ships make long trip around African continent,4,g,Suez;Field2
moesten schepen om heel afrika heen varen,Schepen maken lange reis rond Afrikaans continent,ships had to sail back across africa,Ships make long trip around African continent,2,g,Suez;Field2
kortere waterweg nodig,Schepen maken lange reis rond Afrikaans continent,shorter waterway needed,Ships make long trip around African continent,3,g,Suez;Field2
hoeven mensen niet meer helemaal om afrika heen,Schepen maken lange reis rond Afrikaans continent,People do not go all the way to Africa,Ships make long trip around African continent,0,c,Suez;Field2
Geen verbinding middellandse zee en indische oceaan,Schepen maken lange reis rond Afrikaans continent,No connection Mediterranean and Indian Ocean,Ships make long trip around African continent,1,g,Suez;Field2
na jarenlang bouwen,Schepen maken lange reis rond Afrikaans continent,After years of building,Ships make long trip around African continent,0,c,Suez;Field2
lange tochten,Schepen maken lange reis rond Afrikaans continent,long trips,Ships make long trip around African continent,0,c,Suez;Field2
mensen moesten ver omvaren om naar Rotterdam te gaan (van Jeddah en andersom),Schepen maken lange reis rond Afrikaans continent,circumnavigate people had far to go to Rotterdam (Jeddah and vice versa),Ships make long trip around African continent,0,c,Suez;Field2
zoeken kortere weg,Schepen maken lange reis rond Afrikaans continent,Search shortcuts,Ships make long trip around African continent,3,g,Suez;Field2
is het suezkanaal gemaakt,Schepen maken lange reis rond Afrikaans continent,the Suez canal is made,Ships make long trip around African continent,4,g,Suez;Field2
Moet er een verkorte route gevonden worden maar die is er niet,Schepen maken lange reis rond Afrikaans continent,Must be found a shorter route but there is not,Ships make long trip around African continent,3,g,Suez;Field2
weg veels te lang,Schepen maken lange reis rond Afrikaans continent,way way too long,Ships make long trip around African continent,0,c,Suez;Field2
zoeken naar een oplossing,Schepen maken lange reis rond Afrikaans continent,looking for a solution,Ships make long trip around African continent,0,c,Suez;Field2
Werd het suez kanaal gegraven,Schepen maken lange reis rond Afrikaans continent,Was the Suez Canal dug,Ships make long trip around African continent,4,g,Suez;Field2
Afstand jeddah-rotterdam was veel te lang,Schepen maken lange reis rond Afrikaans continent,Distance jeddah-Rotterdam was too long,Ships make long trip around African continent,3,g,Suez;Field2
wilde men een kortere route varen,Schepen maken lange reis rond Afrikaans continent,they wanted to sail a shorter route,Ships make long trip around African continent,3,g,Suez;Field2
Moet je door een woestijn,Schepen maken lange reis rond Afrikaans continent,Should you go through a desert,Ships make long trip around African continent,0,c,Suez;Field2
mensen wouden graag met elkaar handelen,Schepen maken lange reis rond Afrikaans continent,People like forests act together,Ships make long trip around African continent,0,c,Suez;Field2
bedacht een Oostenrijkse ingenieur een plan,Schepen maken lange reis rond Afrikaans continent,Austrian engineer devised a plan,Ships make long trip around African continent,0,c,Suez;Field2
suezkanaal gegraven,Schepen maken lange reis rond Afrikaans continent,dug Suez canal,Ships make long trip around African continent,4,g,Suez;Field2
geen snellere verbinding,Schepen maken lange reis rond Afrikaans continent,no faster connection,Ships make long trip around African continent,0,c,Suez;Field2
onhandig oosterijker kwam met idee,Schepen maken lange reis rond Afrikaans continent,awkward austrian came up with idea,Ships make long trip around African continent,0,c,Suez;Field2
suezkanaal gemaakt,Schepen maken lange reis rond Afrikaans continent,made Suez Canal,Ships make long trip around African continent,4,g,Suez;Field2
werd door een oostenrijker suezkanaal ontworpen,Schepen maken lange reis rond Afrikaans continent,was designed by an austrian Suez canal,Ships make long trip around African continent,0,c,Suez;Field2
liften kleiner en de lifttunnel smaller,Gebouwen worden kleiner,smaller elevators and the elevator tunnel narrower,Buildings are smaller,0,c,Beton;Field3
Komen liften vast te zitten,Gebouwen worden kleiner,Get stuck elevators,Buildings are smaller,4,g,Beton;Field3
Anders wordt de lifttunnel smaller,Gebouwen worden kleiner,"Otherwise, the elevator tunnel narrows",Buildings are smaller,0,c,Beton;Field3
krimpen liftschachten,Gebouwen worden kleiner,shrink elevator shafts,Buildings are smaller,3,g,Beton;Field3
wordt het gebouw kleiner,Gebouwen worden kleiner,the building is smaller,Buildings are smaller,,g,Beton;Field3
het beton krimpt waardoor de liftschachten te klein worden,Gebouwen worden kleiner,the concrete shrinks so that the shafts are too small,Buildings are smaller,3,g,Beton;Field3
passen liften niet meer,Gebouwen worden kleiner,Elevators not fit,Buildings are smaller,4,g,Beton;Field3
kunnen liften vast zitten,Gebouwen worden kleiner,can lift stuck,Buildings are smaller,4,g,Beton;Field3
worden liftschaften kleiner en dunner,Gebouwen worden kleiner,be abolished lift smaller and thinner,Buildings are smaller,0,c,Beton;Field3
Als het gebouw krimpt gaat de lift klemmen,Gebouwen worden kleiner,If the building shrinks the lift terminals,Buildings are smaller,4,g,Beton;Field3
Wordt de liftschacht smaller,Gebouwen worden kleiner,If the elevator shaft narrows,Buildings are smaller,3,g,Beton;Field3
liftschacht krimpt mee,Gebouwen worden kleiner,elevator shaft with shrink,Buildings are smaller,0,c,Beton;Field3
liften blijven vastzitten,Gebouwen worden kleiner,remain stuck elevators,Buildings are smaller,4,g,Beton;Field3
krimpt het gebouw,Gebouwen worden kleiner,Shrink building,Buildings are smaller,3,g,Beton;Field3
krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
liftschachten nauwer,Gebouwen worden kleiner,elevator shafts closer,Buildings are smaller,0,c,Beton;Field3
worden liftschachten te klein voor liften,Gebouwen worden kleiner,elevator shafts are too small for lifts,Buildings are smaller,0,c,Beton;Field3
het beton krimpt (onder andere in de liftschacht),Gebouwen worden kleiner,shrinks the concrete (among others in the elevator shaft),Buildings are smaller,3,g,Beton;Field3
Omdat het beton warmer wordt krimpen de betonplaten,Gebouwen worden kleiner,Because the concrete is hotter shrink the concrete slabs,Buildings are smaller,3,g,Beton;Field3
Krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
maar als dat niet zo is wimpt alles,Gebouwen worden kleiner,but if it is not all wimpt,Buildings are smaller,0,c,Beton;Field3
krimpt het zeker een paar cm,Gebouwen worden kleiner,it certainly shrinks a few cm,Buildings are smaller,3,g,Beton;Field3
gebouwen krimpen en worden dus smaller,Gebouwen worden kleiner,buildings shrink and are therefore narrower,Buildings are smaller,3,g,Beton;Field3
krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
beton krimpt dus gebouw ook,Gebouwen worden kleiner,concrete building shrinks so too,Buildings are smaller,3,c,Beton;Field3
krimpt het gebouw,Gebouwen worden kleiner,Shrink building,Buildings are smaller,3,g,Beton;Field3
wordt het oorspronkelijke gebouw kleiner dan de oorspronkelijke grootte,Gebouwen worden kleiner,The original building is smaller than the original size,Buildings are smaller,3,g,Beton;Field3
beton moet gekeurd worden,Gebouwen worden kleiner,Concrete must be inspected,Buildings are smaller,0,c,Beton;Field3
Worden gebouwen weider die gebouwd zijn op beton,Gebouwen worden kleiner,Weider buildings are built on concrete,Buildings are smaller,0,c,Beton;Field3
Daardoor kan beton krimpen,Gebouwen worden kleiner,This makes it possible to shrink concrete,Buildings are smaller,3,g,Beton;Field3
krimpt het in,Gebouwen worden kleiner,shrinks in,Buildings are smaller,3,g,Beton;Field3
gebouwen krimpen (betonkrimp),Gebouwen worden kleiner,shrink buildings (concrete shrinking),Buildings are smaller,3,g,Beton;Field3
krimpen de liftschachten,Gebouwen worden kleiner,shrinking the elevator shafts,Buildings are smaller,0,c,Beton;Field3
krimpen gebouwen,Gebouwen worden kleiner,shrink buildings,Buildings are smaller,3,g,Beton;Field3
liftschaften worden te klein,Gebouwen worden kleiner,lift abolished are too small,Buildings are smaller,0,c,Beton;Field3
gebouw kleiner,Gebouwen worden kleiner,building smaller,Buildings are smaller,3,g,Beton;Field3
het beton wordt kleiner dan de bedoeling was,Gebouwen worden kleiner,the concrete is smaller than intended,Buildings are smaller,3,g,Beton;Field3
is er minder plaats in een gebouw,Gebouwen worden kleiner,There is less space in a building,Buildings are smaller,0,c,Beton;Field3
krimpt beton,Gebouwen worden kleiner,concrete shrinks,Buildings are smaller,3,g,Beton;Field3
als het slecht beton is gaan gebouwen krimpen,Gebouwen worden kleiner,if the bad concrete shrink buildings,Buildings are smaller,3,g,Beton;Field3
krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
krimping soms zo erg dat beton wel 12 cm kan inkrimpen,Gebouwen worden kleiner,shrinkage sometimes so bad that concrete up to 12 cm can shrink,Buildings are smaller,0,c,Beton;Field3
extra ruimte tussen muren gemaakt,Gebouwen worden kleiner,extra space between walls,Buildings are smaller,0,c,Beton;Field3
het beton krimpt,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
krimpt het beton door de warmte,Gebouwen worden kleiner,the concrete shrinks by heat,Buildings are smaller,3,g,Beton;Field3
zoveel gebouwen van beton niet teveel de verwarming gebruiken maar dat doen ze toch,Gebouwen worden kleiner,"many buildings of concrete does not use too much heat, but they still do",Buildings are smaller,0,c,Beton;Field3
gebouwen krimpen,Gebouwen worden kleiner,shrink buildings,Buildings are smaller,3,g,Beton;Field3
beton droogt op,Gebouwen worden kleiner,dry concrete,Buildings are smaller,0,c,Beton;Field3
beton krimpt,Gebouwen worden kleiner,concrete shrinks,Buildings are smaller,3,g,Beton;Field3
beton krimpt door temperatuur,Gebouwen worden kleiner,concrete shrinks by temperature,Buildings are smaller,3,g,Beton;Field3
Krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
door centrale verwarming krimpt het beton in d gebouw,Gebouwen worden kleiner,by heating shrinks the concrete in building d,Buildings are smaller,1,g,Beton;Field3
wordt het gebouw kleiner,Gebouwen worden kleiner,the building is smaller,Buildings are smaller,3,g,Beton;Field3
krimpt het gebouw een beetje,Gebouwen worden kleiner,the building shrinks slightly,Buildings are smaller,3,g,Beton;Field3
krimpt het gebouw,Gebouwen worden kleiner,Shrink building,Buildings are smaller,3,g,Beton;Field3
"Doordat het beton krimpt, krimpen de gebouwen ook",Gebouwen worden kleiner,"As the concrete shrinks, the buildings also shrinking",Buildings are smaller,3,g,Beton;Field3
Centrale verwarming tast het beton aan,Gebouwen worden kleiner,Heating affects the concrete to,Buildings are smaller,1,g,Beton;Field3
is beton niet altijd goed in dus is een gebouw 12 cm gekrompen,Gebouwen worden kleiner,concrete is not always so good at is building shrunk 12 cm,Buildings are smaller,3,g,Beton;Field3
Betton krimpt,Gebouwen worden kleiner,shrinks betton,Buildings are smaller,3,g,Beton;Field3
krimpt het beton iets,Gebouwen worden kleiner,the concrete shrinks slightly,Buildings are smaller,3,g,Beton;Field3
liften blijven hangen,Gebouwen worden kleiner,lifts linger,Buildings are smaller,4,g,Beton;Field3
Beton krimpt,Gebouwen worden kleiner,concrete shrinks,Buildings are smaller,3,g,Beton;Field3
is er veel beton dat word verkleind door warmte,Gebouwen worden kleiner,There is much concrete get dwarfed by heat,Buildings are smaller,0,c,Beton;Field3
er is zelfs een gebouw met 12 cm gekrompen,Gebouwen worden kleiner,There is even a building fell by 12 cm,Buildings are smaller,0,c,Beton;Field3
Krimpt het beton,Gebouwen worden kleiner,Shrink concrete,Buildings are smaller,3,g,Beton;Field3
beton dat gaat krimpen,Gebouwen worden kleiner,concrete will shrink,Buildings are smaller,3,g,Beton;Field3
bij gebruik van verwarming,Gebouwen worden kleiner,When using heating,Buildings are smaller,1,g,Beton;Field3
het beton zet dan uit,Gebouwen worden kleiner,the concrete turn off,Buildings are smaller,0,c,Beton;Field3
Wordt het gebouw kleiner dan het was,Gebouwen worden kleiner,If the building is less than it was,Buildings are smaller,3,g,Beton;Field3
Door warmte van CV kan het beton krimpen,Gebouwen worden kleiner,By heat from heating can shrink the concrete,Buildings are smaller,3,g,Beton;Field3
Krimpt het gebouw,Gebouwen worden kleiner,Shrink building,Buildings are smaller,3,g,Beton;Field3
krompen vroeger de betonplaten door enkele verwarming,Gebouwen worden kleiner,reduced once the slabs by single heating,Buildings are smaller,0,c,Beton;Field3
Verwarming \'85 stuk,Gebouwen worden kleiner,Heating \ '85 piece,Buildings are smaller,0,c,Beton;Field3
als het beton uitdroogt wordt het kleiner,Gebouwen worden kleiner,as the concrete dries it gets smaller,Buildings are smaller,3,g,Beton;Field3
Krimpen gebouwen,Gebouwen worden kleiner,shrinking buildings,Buildings are smaller,3,g,Beton;Field3
is het gebruik van centrale verwarming niet goed,Gebouwen worden kleiner,the use of central heating is not good,Buildings are smaller,1,g,Beton;Field3
het uitdrogen van beton,Gebouwen worden kleiner,drying concrete,Buildings are smaller,2,g,Beton;Field3
Bij een groot gebouw kan dat grote verschillen maken,Gebouwen worden kleiner,In a large building that can make big differences,Buildings are smaller,0,c,Beton;Field3
Muren krimpen / worden nauwer,Gebouwen worden kleiner,Walls shrink / become narrower,Buildings are smaller,3,g,Beton;Field3
kan gaan krimpen,Gebouwen worden kleiner,can shrink,Buildings are smaller,3,g,Beton;Field3
voel je je jonger en gelukkiger,Mensen zien er jonger uit,you feel younger and happier,People look younger,0,c,Botox;Field3
ook voor mensen met rimpels,Mensen zien er jonger uit,also for people with wrinkles,People look younger,3,g,Botox;Field3
Lijk je jonger,Mensen zien er jonger uit,You seem younger,People look younger,4a,g,Botox;Field3
wordt dit gebruikt door sommige mensen met geld en rimpels,Mensen zien er jonger uit,This is used by some people with money and wrinkles,People look younger,0,c,Botox;Field3
moet je dat een keer inde 1-6 maanden doen?,Mensen zien er jonger uit,you should do once end 1-6 months?,People look younger,0,c,Botox;Field3
niet te veel doseren,Mensen zien er jonger uit,not too much dose,People look younger,0,c,Botox;Field3
heb je niet meer zulke gespannen oogleden,Mensen zien er jonger uit,have not such tense eyelids,People look younger,0,c,Botox;Field3
gezicht veranderd,Mensen zien er jonger uit,face changed,People look younger,0,c,Botox;Field3
mensen die vaak knipperen door botox ervanaf worden geholpen,Mensen zien er jonger uit,people who frequently flashing helped by botox rid of it,People look younger,2,g,Botox;Field3
kan de gezichtsuitdrukking anders zijn,Mensen zien er jonger uit,The expression may be different,People look younger,4b,g,Botox;Field3
kan men er jonger uitzien,Mensen zien er jonger uit,you can look younger,People look younger,4a,g,Botox;Field3
je ziet er jonger uit,Mensen zien er jonger uit,you look younger,People look younger,4a,g,Botox;Field3
